N,P,K,temperature,humidity,ph,rainfall,label
21.0,18.9,7.0,21.32,89.26,6.77,108.37,orange
14.3,21.1,40.9,20.43,87.85,6.21,125.65,pomegranate
18.7,137.9,200.2,21.13,90.52,5.83,66.95,apple
119.8,11.5,63.1,29.4,92.58,6.12,22.74,muskmelon
20.2,33.3,21.3,34.01,41.29,5.19,104.56,mango
44.6,51.5,47.9,33.08,92.27,6.78,134.0,papaya
24.7,9.5,15.1,29.93,95.59,5.66,177.05,coconut
32.7,61.8,26.8,21.37,58.31,6.91,38.6,lentil
25.4,9.9,14.5,20.76,93.0,7.37,102.77,orange
115.1,22.7,40.8,27.12,53.64,6.74,148.85,coffee
19.5,88.9,210.0,30.58,80.08,6.86,73.03,grapes
97.3,18.6,49.2,25.86,81.58,6.4,66.15,watermelon
51.3,49.7,50.3,26.4,77.69,5.95,168.92,rice
43.2,51.1,14.8,26.3,61.01,6.98,56.56,blackgram
11.9,20.7,53.8,21.43,87.17,6.69,87.52,pomegranate
20.9,53.6,17.1,26.58,89.49,6.75,38.79,mungbean
94.4,49.1,15.2,24.09,81.77,6.57,64.56,cotton
31.8,64.3,22.5,24.58,42.09,4.77,190.74,pigeonpeas
18.6,66.1,16.7,20.46,25.79,5.53,99.24,kidneybeans
99.0,88.4,46.4,26.31,82.12,5.22,101.14,banana
25.4,67.8,87.1,15.99,19.57,6.75,59.28,chickpea
43.8,52.9,51.4,31.31,91.56,5.94,100.41,papaya
19.6,56.7,14.7,22.17,68.89,7.14,71.49,lentil
32.3,73.8,14.7,28.4,67.64,7.33,71.86,blackgram
13.7,47.7,23.0,21.77,72.5,6.59,45.12,lentil
13.9,16.5,49.3,18.18,90.36,5.87,123.96,pomegranate
18.7,66.0,12.8,16.58,19.35,5.66,86.91,kidneybeans
102.0,52.3,21.2,24.18,89.61,7.11,83.58,cotton
28.8,150.0,190.8,22.58,88.59,5.3,159.69,apple
33.6,70.2,20.8,32.67,64.41,7.28,62.83,blackgram
12.3,64.4,13.4,16.04,65.47,7.03,36.69,lentil
19.5,26.2,52.7,19.32,84.16,6.24,109.32,pomegranate
48.7,69.6,25.7,28.17,65.43,6.96,64.62,blackgram
115.0,50.6,10.4,20.36,68.8,6.3,80.84,cotton
13.2,47.6,21.9,24.99,86.16,7.04,51.21,mungbean
48.9,53.5,76.6,18.69,21.49,7.4,79.35,chickpea
18.9,72.8,10.4,25.08,62.49,6.19,33.09,lentil
136.3,56.3,16.5,25.93,71.39,6.92,63.05,cotton
35.4,70.6,18.0,29.19,69.85,7.14,50.55,blackgram
13.3,74.3,24.9,21.68,17.57,5.4,83.49,kidneybeans
89.8,51.5,27.3,22.48,60.08,7.03,47.56,maize
48.6,58.3,79.7,22.84,18.67,7.38,76.55,chickpea
87.4,91.6,47.3,25.31,77.54,6.08,92.46,banana
148.9,47.2,28.6,26.33,83.81,7.05,73.36,cotton
73.0,46.0,57.7,24.24,90.44,5.69,203.81,rice
93.3,13.9,58.1,28.11,94.31,6.67,19.58,muskmelon
21.8,55.7,38.5,31.13,93.54,6.69,146.85,papaya
38.9,54.4,79.7,18.31,16.06,7.15,76.54,chickpea
100.1,16.1,46.3,30.35,93.36,6.7,23.92,muskmelon
32.6,73.0,89.5,15.43,13.4,6.44,93.04,chickpea
18.8,60.2,19.6,10.52,21.07,6.06,112.23,kidneybeans
106.5,17.3,61.4,23.53,86.35,6.69,32.96,watermelon
86.1,55.9,42.3,23.45,83.24,6.64,263.6,rice
119.6,16.1,39.4,25.14,83.26,6.86,46.62,watermelon
90.1,53.3,17.2,21.71,67.24,6.79,75.06,maize
20.1,59.9,22.9,18.2,61.23,7.21,38.47,lentil
95.7,15.0,60.8,23.93,95.38,6.5,26.16,muskmelon
99.3,23.7,31.5,24.31,64.2,6.99,142.18,coffee
43.7,65.5,15.5,24.05,63.54,6.39,94.17,blackgram
14.6,116.6,197.3,22.76,81.68,5.43,61.58,grapes
18.0,11.9,2.5,22.14,92.69,7.09,138.66,orange
25.0,17.5,28.4,23.92,93.83,5.85,154.69,coconut
13.1,128.3,197.0,26.97,83.65,5.96,73.22,grapes
84.5,51.3,30.0,23.38,79.45,6.84,227.03,rice
25.4,17.2,36.8,25.08,88.04,6.09,151.81,pomegranate
24.5,55.3,18.5,27.64,83.17,6.5,46.62,mungbean
38.8,55.3,47.1,30.97,92.27,7.22,129.81,papaya
101.8,13.8,49.9,24.96,89.66,6.91,15.04,muskmelon
71.3,36.6,22.7,27.23,79.74,7.05,200.22,jute
104.5,12.0,47.3,23.71,86.75,6.68,52.54,watermelon
107.4,29.7,33.3,24.41,55.09,6.5,137.37,coffee
49.8,44.5,20.8,30.55,62.23,7.02,54.12,blackgram
14.3,22.0,30.6,31.97,52.68,6.09,113.91,mango
11.8,50.6,16.5,28.97,51.11,6.18,48.28,mothbeans
52.2,34.3,48.9,25.54,78.85,6.75,216.41,jute
10.1,14.4,45.6,20.88,89.67,6.66,104.25,pomegranate
30.6,113.5,203.9,21.39,95.81,5.26,92.55,apple
48.0,55.9,84.3,20.81,20.03,7.14,76.86,chickpea
19.5,66.0,12.1,25.15,41.33,5.45,156.59,pigeonpeas
20.5,60.4,13.4,19.83,27.6,6.25,84.47,kidneybeans
17.8,11.0,32.8,28.26,88.85,7.01,115.55,pomegranate
69.2,49.1,20.5,25.56,72.98,6.29,198.9,rice
49.4,46.5,19.0,32.62,62.37,7.11,84.59,blackgram
8.8,31.2,19.2,27.48,58.37,5.69,121.02,mango
108.6,15.0,45.0,26.03,85.38,6.37,62.69,watermelon
23.1,63.5,13.1,27.9,56.08,5.22,152.15,pigeonpeas
84.9,50.1,47.9,21.65,76.96,6.25,205.64,rice
23.1,42.7,21.0,27.38,53.12,6.39,73.97,mothbeans
98.2,35.1,8.0,22.59,72.37,7.0,84.42,cotton
19.5,150.0,186.8,27.41,85.22,6.49,65.71,grapes
104.9,17.9,37.0,22.6,62.09,6.8,162.13,coffee
25.3,145.3,210.0,18.36,91.62,6.2,123.3,apple
91.7,80.3,31.2,23.0,85.31,6.41,115.66,banana
11.7,46.2,19.7,31.92,84.06,6.53,51.58,mungbean
18.8,18.5,38.1,24.87,94.61,5.54,169.55,coconut
39.2,58.7,70.3,20.13,14.57,7.58,81.14,chickpea
105.7,19.5,60.0,25.87,82.67,6.9,38.14,watermelon
22.5,49.2,21.9,22.9,40.46,6.19,157.79,pigeonpeas
20.8,22.7,19.2,22.05,92.24,6.75,113.31,orange
105.8,56.7,23.4,22.16,82.66,7.23,59.45,cotton
9.9,65.1,24.2,29.78,45.08,5.98,180.87,pigeonpeas
22.9,52.2,24.9,16.75,15.66,6.0,120.44,kidneybeans
126.8,51.9,11.8,20.77,85.06,6.82,68.02,cotton
87.9,14.5,60.8,33.05,90.61,7.04,24.0,muskmelon
46.8,62.9,73.5,19.59,10.55,7.5,77.38,chickpea
13.6,51.8,8.0,27.35,90.93,6.39,49.61,mungbean
103.1,53.6,51.0,18.9,81.22,5.57,226.23,rice
25.6,27.1,29.0,34.19,51.63,5.2,124.55,mango
3.6,23.2,19.2,21.85,91.04,6.94,96.03,orange
62.1,49.8,46.1,26.43,89.21,6.18,238.32,rice
14.8,49.9,19.8,19.71,21.24,5.28,86.67,kidneybeans
118.4,30.7,41.2,22.99,64.78,7.21,162.68,coffee
46.1,63.7,66.9,19.73,11.72,7.28,70.82,chickpea
21.2,116.8,178.6,22.91,80.45,6.35,69.55,grapes
25.5,146.3,210.0,19.45,84.69,6.16,59.84,grapes
33.0,71.8,11.8,24.5,44.38,6.48,112.49,pigeonpeas
19.2,129.5,167.4,22.33,90.2,6.36,80.41,apple
15.3,143.9,186.5,22.23,76.93,5.72,65.83,grapes
108.9,26.5,40.3,23.19,65.14,6.72,149.8,coffee
22.2,12.5,5.3,22.69,100.0,6.6,70.9,orange
14.2,40.3,22.1,24.95,63.25,7.02,96.69,mothbeans
58.8,56.1,43.4,31.59,90.01,6.7,155.08,papaya
55.7,56.7,40.4,35.93,86.78,6.68,113.71,papaya
29.2,17.4,34.4,26.73,96.39,5.33,209.13,coconut
84.0,49.3,36.4,23.91,83.3,6.58,123.82,jute
99.5,101.3,58.6,27.45,76.94,6.18,70.9,banana
22.6,69.5,70.9,19.27,24.1,7.39,79.65,chickpea
98.4,17.2,65.6,29.52,92.82,7.18,20.52,muskmelon
57.2,48.8,39.5,19.01,56.95,6.74,98.57,maize
18.4,39.0,14.5,29.75,86.05,7.15,39.64,mungbean
59.3,37.5,27.0,22.74,67.33,6.13,98.73,maize
24.1,58.0,21.6,23.59,30.43,4.45,127.98,pigeonpeas
12.3,61.2,19.1,27.74,52.39,5.69,138.06,pigeonpeas
17.2,128.1,191.8,19.29,79.14,5.62,58.08,grapes
29.1,144.3,195.5,19.78,84.59,5.58,133.35,apple
25.5,68.9,18.6,22.31,10.0,5.29,90.76,kidneybeans
91.0,31.0,38.4,28.02,65.4,6.75,229.18,coffee
19.1,75.9,22.2,28.65,56.01,5.51,140.29,pigeonpeas
15.0,14.6,39.9,33.54,53.35,5.36,128.49,mango
39.3,65.4,38.1,35.42,89.29,7.48,136.38,papaya
133.5,45.4,16.8,25.49,91.7,7.03,101.93,cotton
13.8,18.1,36.8,23.21,93.11,6.08,140.83,pomegranate
11.7,68.5,15.4,16.96,21.76,5.42,87.43,kidneybeans
73.3,42.2,27.9,23.58,72.6,5.69,131.25,maize
16.3,52.4,17.6,21.4,49.79,6.18,162.0,pigeonpeas
21.2,54.8,26.9,32.04,55.0,6.56,30.89,mothbeans
19.3,18.1,11.4,21.08,94.09,6.62,106.44,orange
19.5,70.7,11.4,26.29,52.12,6.09,159.89,pigeonpeas
17.6,37.8,22.7,26.92,46.43,5.98,124.0,pigeonpeas
41.5,49.1,73.6,18.01,10.0,7.58,90.25,chickpea
20.7,41.9,8.4,29.98,44.7,6.67,56.71,mothbeans
96.7,44.3,28.4,26.32,65.33,7.24,85.9,cotton
46.3,70.6,66.5,34.24,92.06,7.96,155.93,papaya
19.6,75.6,17.8,13.92,23.77,6.43,104.99,kidneybeans
94.6,72.2,46.3,24.17,79.12,6.34,238.62,rice
26.1,47.8,15.0,27.64,28.88,5.96,135.38,pigeonpeas
12.2,59.5,21.0,19.74,51.43,5.54,172.28,pigeonpeas
85.7,24.2,24.5,24.52,75.01,6.97,109.71,maize
12.8,57.9,20.7,24.1,51.95,5.25,185.51,pigeonpeas
48.9,67.1,62.3,21.9,10.0,7.17,88.47,chickpea
21.2,38.4,30.0,27.96,81.38,5.87,31.26,mungbean
89.1,74.3,47.7,28.34,85.97,5.67,122.73,banana
117.8,24.1,20.2,24.44,48.55,7.5,174.88,coffee
19.8,38.6,21.0,27.25,81.23,7.04,36.97,mungbean
16.2,15.6,24.5,25.42,95.23,5.57,191.78,coconut
26.9,31.3,38.2,26.75,38.64,5.72,81.43,mango
24.7,18.8,45.5,23.91,95.49,6.45,159.42,coconut
72.2,55.5,60.9,23.78,80.37,6.6,206.13,rice
38.8,69.0,63.2,31.27,91.4,6.64,131.89,papaya
19.4,104.5,175.7,21.91,94.7,6.21,145.55,apple
102.0,47.3,30.7,21.9,86.63,6.08,164.77,rice
11.5,133.2,210.0,22.65,84.45,6.04,77.69,grapes
21.6,19.7,19.4,27.86,93.52,5.96,200.47,coconut
23.6,136.0,197.3,25.91,80.86,5.97,92.08,grapes
14.6,50.7,24.8,27.57,62.56,7.46,58.26,lentil
40.7,56.4,10.8,31.55,68.03,7.42,57.96,blackgram
25.5,13.4,33.5,26.83,96.6,5.34,223.88,coconut
11.2,8.1,13.2,22.07,97.34,6.62,103.55,orange
45.4,60.0,26.8,26.4,64.51,6.96,76.29,blackgram
95.7,91.4,46.6,24.68,79.39,5.89,99.1,banana
78.9,23.4,26.9,30.29,53.73,6.74,151.84,coffee
97.4,20.2,54.6,26.79,89.24,6.5,18.41,muskmelon
22.2,16.6,30.8,33.48,39.51,5.49,97.4,mango
104.7,33.5,25.1,26.23,81.76,6.99,76.3,cotton
22.7,75.5,27.1,19.36,20.48,5.41,115.06,kidneybeans
17.0,16.3,7.3,22.86,93.84,7.43,113.84,orange
81.4,45.6,43.2,19.74,83.97,6.77,220.85,rice
92.5,27.3,29.5,23.25,52.92,7.36,191.07,coffee
35.2,51.6,22.5,26.97,60.11,6.47,49.2,blackgram
50.4,65.2,51.6,32.47,92.8,6.68,99.57,papaya
14.2,144.7,191.4,19.51,95.65,5.94,99.45,apple
123.7,50.1,11.3,25.05,74.12,7.61,100.42,cotton
15.7,48.2,25.2,17.89,25.8,6.04,100.24,kidneybeans
85.5,14.0,55.1,21.44,94.77,6.26,38.96,watermelon
116.7,20.3,46.5,22.85,83.5,6.06,40.69,watermelon
26.0,53.6,18.2,25.59,42.89,6.91,85.92,mothbeans
125.4,15.9,30.6,24.23,82.44,6.01,63.11,watermelon
17.3,47.1,11.7,24.52,43.54,6.41,65.73,mothbeans
19.1,18.9,29.7,27.54,93.33,5.24,185.03,coconut
41.9,43.4,85.1,23.93,21.29,7.74,93.31,chickpea
79.0,53.8,26.8,16.54,60.99,5.64,141.79,maize
16.5,141.0,210.0,21.55,91.66,5.77,122.52,apple
105.9,31.3,20.5,22.17,53.94,7.53,140.34,coffee
19.7,13.4,38.3,25.23,87.98,6.19,139.48,pomegranate
33.1,55.8,16.3,27.46,73.02,7.21,94.98,blackgram
81.9,75.0,64.1,28.03,81.33,6.5,103.22,banana
83.8,13.4,45.9,26.95,91.2,6.67,31.49,muskmelon
19.6,4.8,36.8,25.48,96.72,5.72,189.0,coconut
106.3,67.8,81.6,26.31,78.55,6.71,126.05,banana
83.3,23.3,2.8,24.83,57.58,6.1,73.07,maize
29.0,26.3,10.9,36.01,46.12,5.72,123.67,mango
11.9,59.4,20.0,20.75,37.03,6.18,102.21,pigeonpeas
46.9,52.3,19.1,30.79,63.04,6.54,79.65,blackgram
41.5,61.1,111.4,22.61,16.08,7.05,92.39,chickpea
15.5,62.7,18.9,16.9,65.96,6.54,40.94,lentil
112.5,82.8,40.2,28.26,82.94,5.73,100.04,banana
83.4,88.3,56.4,25.7,81.39,5.58,111.68,banana
12.5,73.1,25.0,28.47,60.22,5.89,145.98,pigeonpeas
19.8,63.4,24.4,21.15,69.36,7.37,61.29,lentil
12.0,47.1,21.8,31.1,55.31,5.48,158.99,pigeonpeas
104.3,78.8,73.1,25.53,79.53,5.98,104.97,banana
111.6,37.5,32.5,28.49,66.62,7.22,137.22,coffee
21.8,19.0,10.4,20.61,97.71,6.21,125.85,orange
7.9,54.7,18.9,26.3,48.72,6.5,40.14,mothbeans
22.9,27.2,26.4,30.83,58.44,5.98,88.79,mango
48.1,51.4,13.1,23.49,71.59,7.25,67.97,blackgram
6.8,73.4,15.0,16.57,25.88,6.03,93.21,kidneybeans
12.8,25.9,39.5,24.36,94.66,6.62,79.52,pomegranate
98.3,84.2,52.9,23.67,77.36,5.44,129.26,banana
19.3,6.6,7.2,29.33,91.94,7.52,112.2,orange
109.6,55.7,22.7,25.06,80.06,7.18,94.35,cotton
17.6,143.3,210.0,19.76,93.96,6.48,109.46,apple
46.4,70.0,79.8,22.12,14.12,7.66,90.23,chickpea
17.3,72.4,22.5,31.14,45.76,5.21,139.58,pigeonpeas
109.1,100.6,52.0,24.84,79.2,5.54,70.82,banana
25.2,28.4,8.0,30.43,58.97,5.41,73.08,mango
24.5,36.5,29.7,28.34,59.35,5.29,73.43,mango
25.3,150.0,175.5,23.15,86.64,5.46,120.12,apple
16.2,70.5,30.2,15.13,22.29,6.23,126.23,kidneybeans
16.7,81.0,20.9,20.8,44.86,5.76,147.23,pigeonpeas
10.9,76.8,19.7,28.12,65.73,7.82,39.65,lentil
19.6,6.8,9.6,22.34,91.05,6.97,125.33,orange
107.9,42.1,12.8,27.8,79.61,7.34,70.74,cotton
13.8,19.7,38.5,16.75,93.79,6.64,89.95,pomegranate
24.0,22.2,7.7,25.08,97.49,7.11,132.36,orange
22.7,28.6,32.2,31.02,46.33,6.43,130.63,mango
108.1,18.2,33.4,25.08,78.96,6.69,63.6,watermelon
111.4,10.4,49.5,21.43,87.37,6.43,43.7,watermelon
118.3,37.0,29.6,21.65,75.48,6.65,83.77,cotton
83.9,13.3,55.1,21.93,82.43,7.06,36.72,watermelon
23.4,66.4,20.4,26.42,47.3,6.06,163.16,pigeonpeas
111.9,19.3,55.5,22.18,82.64,5.91,38.54,watermelon
126.3,40.8,24.6,27.41,49.13,6.75,138.99,coffee
107.5,47.2,29.1,26.27,79.28,6.55,87.77,cotton
17.1,57.0,23.2,23.52,53.37,5.43,111.43,pigeonpeas
38.7,66.4,84.8,19.06,13.3,6.7,88.23,chickpea
94.5,56.4,31.0,26.39,90.38,6.86,206.81,rice
8.9,16.0,35.7,27.62,95.47,5.42,167.42,coconut
52.7,63.7,63.0,29.96,89.4,6.26,159.1,papaya
150.0,45.6,25.1,24.89,84.66,6.98,72.68,cotton
122.4,40.6,27.7,19.93,80.77,7.46,80.92,cotton
20.8,32.4,18.2,25.65,62.62,6.24,80.63,mothbeans
26.2,21.0,30.9,26.98,90.79,6.12,169.92,coconut
42.6,48.1,82.1,18.69,13.98,7.66,59.73,chickpea
115.1,67.6,55.6,30.14,82.12,5.38,145.27,banana
66.9,66.8,35.1,34.13,91.63,6.65,117.25,papaya
102.3,9.7,36.9,27.99,92.43,6.96,26.14,muskmelon
10.7,135.7,168.5,22.66,89.59,5.96,113.11,apple
20.4,20.2,31.9,20.83,97.33,5.99,59.19,pomegranate
97.6,49.4,42.8,27.24,77.89,7.22,174.92,jute
85.1,45.9,54.3,24.72,83.72,6.26,154.69,jute
14.3,17.5,37.8,26.34,89.98,6.1,164.01,coconut
20.0,51.2,21.3,22.97,22.68,6.31,116.48,kidneybeans
46.5,64.5,25.7,30.52,56.96,6.8,69.86,blackgram
30.5,150.0,201.7,26.77,86.76,5.92,50.81,grapes
50.6,49.7,34.0,27.38,77.11,6.43,225.55,rice
21.1,68.2,25.7,26.03,65.08,7.0,33.33,lentil
13.5,22.7,7.0,24.27,90.43,6.7,97.84,orange
20.5,134.7,210.0,23.78,82.91,6.37,86.22,grapes
83.0,51.6,36.1,27.09,85.76,5.88,241.01,rice
25.1,28.7,25.4,31.7,58.57,5.85,107.08,mango
96.6,34.6,22.6,18.33,55.92,6.83,84.95,maize
20.3,16.7,13.3,22.77,91.01,6.75,102.14,orange
20.5,132.1,194.6,20.1,80.16,6.16,49.92,grapes
16.7,9.3,30.6,27.16,94.72,6.68,143.52,coconut
10.6,51.2,25.1,27.98,53.65,5.84,54.9,mothbeans
19.6,121.6,184.5,21.48,81.19,5.37,57.03,grapes
13.0,49.3,18.7,22.86,41.82,5.68,141.43,pigeonpeas
110.2,16.7,59.5,25.82,89.68,6.36,28.42,muskmelon
107.2,81.0,61.1,28.41,78.87,6.72,84.83,banana
40.8,56.4,17.7,30.26,54.18,7.72,56.76,blackgram
66.5,45.8,44.5,24.37,75.97,6.57,158.27,jute
26.2,61.3,13.7,27.93,94.5,6.69,48.34,mungbean
97.8,45.7,28.4,27.89,64.47,5.98,75.44,maize
13.6,8.8,43.7,27.76,86.95,6.85,107.25,pomegranate
80.1,86.2,53.2,26.43,79.09,6.02,99.34,banana
77.2,36.4,34.4,28.39,76.35,6.18,179.94,rice
37.2,51.6,11.3,31.52,62.44,7.63,71.05,blackgram
82.7,44.4,40.7,26.59,86.89,6.81,192.59,jute
121.0,29.9,31.7,24.09,69.2,7.13,154.75,coffee
26.4,60.8,11.4,19.98,64.77,6.83,51.41,lentil
81.2,49.5,47.9,23.29,83.43,6.07,145.13,jute
14.9,138.9,181.6,25.94,83.83,5.67,69.81,grapes
77.5,46.6,44.0,28.18,81.51,6.49,173.89,jute
20.2,54.7,25.0,24.47,62.3,6.92,50.11,lentil
89.2,48.4,48.5,27.19,75.94,5.96,249.18,rice
91.6,17.4,52.5,29.32,93.82,6.44,29.23,muskmelon
16.6,46.3,14.3,26.36,42.17,4.76,156.08,pigeonpeas
23.7,51.4,15.2,28.21,84.14,6.44,50.97,mungbean
20.7,150.0,204.3,21.07,78.45,5.88,59.68,grapes
119.3,34.6,42.5,27.46,55.82,6.59,161.11,coffee
16.7,122.2,210.0,20.47,81.76,5.8,75.15,grapes
21.8,16.9,29.3,27.36,83.53,6.27,124.19,pomegranate
101.0,30.8,36.3,26.11,72.11,6.45,171.87,coffee
15.1,18.7,43.4,27.52,94.99,5.34,138.02,coconut
15.8,38.4,18.5,28.22,82.33,6.0,62.42,mungbean
51.2,42.2,40.6,27.23,87.47,7.0,118.2,jute
22.4,24.1,39.5,34.74,46.03,5.16,80.89,mango
118.7,42.2,19.8,26.47,75.5,7.55,78.8,cotton
9.4,22.5,35.6,22.8,93.16,7.6,126.89,pomegranate
15.2,18.0,31.7,31.32,39.78,5.44,76.75,mango
13.4,18.2,18.9,24.0,89.19,7.46,102.59,orange
23.5,125.5,194.8,20.43,97.66,5.8,97.51,apple
15.4,37.4,23.6,32.52,53.2,5.52,73.53,mango
128.4,79.2,51.3,26.15,79.61,6.19,123.78,banana
70.2,43.6,45.0,23.39,79.21,6.48,147.89,jute
18.0,21.0,39.5,23.14,89.94,6.94,99.28,pomegranate
5.5,59.5,17.3,22.04,59.94,7.0,55.46,lentil
108.6,56.9,54.1,26.0,82.13,5.85,109.95,banana
22.0,61.0,17.8,18.25,17.15,6.23,106.59,kidneybeans
21.1,60.7,19.2,24.65,44.7,5.3,138.03,pigeonpeas
43.5,65.3,25.0,26.08,68.18,6.75,89.93,blackgram
12.2,40.8,22.2,29.8,75.04,7.12,84.16,mothbeans
17.3,75.3,14.5,19.94,27.81,5.98,113.99,kidneybeans
39.8,48.1,86.6,20.87,19.53,6.69,78.99,chickpea
74.2,28.4,11.7,22.61,51.12,6.49,103.86,maize
109.2,2.3,54.9,23.01,88.84,6.73,41.35,watermelon
98.9,18.4,42.7,28.15,95.53,5.67,29.97,muskmelon
15.2,17.8,43.8,22.71,93.54,5.86,115.03,pomegranate
89.7,59.0,45.0,23.73,73.97,6.75,179.55,rice
26.5,51.7,16.6,25.66,58.0,6.53,149.77,pigeonpeas
40.7,65.1,54.5,34.32,94.42,6.81,133.48,papaya
34.5,57.0,67.6,14.6,16.8,7.4,85.1,chickpea
98.8,74.6,65.7,26.15,76.72,5.8,109.64,banana
41.0,56.7,29.5,25.47,59.61,7.38,70.15,blackgram
38.1,64.4,76.3,17.25,22.13,8.54,87.71,chickpea
25.9,49.1,18.5,12.79,14.92,6.08,87.38,kidneybeans
39.0,62.3,92.6,22.71,17.85,8.02,64.71,chickpea
13.7,50.1,21.3,27.21,52.81,5.96,18.43,mothbeans
25.0,130.4,176.6,19.87,90.57,5.91,137.58,apple
30.6,42.0,100.7,16.53,22.32,7.11,105.1,chickpea
98.8,20.2,44.0,25.69,86.16,6.37,28.09,muskmelon
21.1,62.0,14.4,18.64,20.22,6.1,106.57,kidneybeans
86.1,94.7,45.0,26.45,84.67,6.55,115.73,banana
12.1,29.0,33.1,26.32,40.04,5.44,107.08,mango
85.2,22.6,57.8,23.27,91.13,6.57,59.83,watermelon
73.3,88.9,64.8,23.79,82.5,5.94,87.0,banana
12.7,130.7,202.9,22.24,82.73,5.61,57.8,grapes
25.5,119.7,210.0,23.44,88.52,5.8,77.62,grapes
44.7,55.2,67.7,21.48,19.95,8.0,92.28,chickpea
19.7,58.7,18.1,20.39,17.86,6.01,111.76,kidneybeans
93.2,50.9,38.2,24.96,74.6,7.03,198.48,jute
16.6,15.7,44.3,23.36,83.92,6.24,101.08,pomegranate
13.7,150.0,206.1,22.03,92.94,5.21,108.51,apple
18.4,48.9,88.0,17.37,13.26,7.72,96.09,chickpea
21.5,68.5,12.1,30.09,66.99,7.6,73.07,blackgram
0.0,19.2,37.5,22.93,93.38,6.66,130.87,pomegranate
98.2,23.8,36.8,23.9,57.34,6.94,180.14,coffee
71.6,60.5,35.2,22.08,84.69,6.45,234.18,rice
34.6,20.6,45.8,24.78,96.56,5.76,202.3,coconut
9.8,30.4,24.0,27.21,81.69,6.48,53.17,mungbean
91.7,31.0,30.1,26.06,68.83,6.91,123.84,coffee
16.0,86.5,25.5,23.62,51.35,7.06,45.62,lentil
22.0,14.8,40.5,26.56,98.05,5.44,171.26,coconut
42.3,58.1,51.3,32.4,86.9,6.59,127.75,papaya
18.1,53.5,16.2,19.14,28.55,5.56,126.17,kidneybeans
23.4,121.5,206.3,20.76,78.51,6.02,48.45,grapes
80.4,39.8,18.8,24.62,80.26,5.79,108.38,maize
13.4,78.3,16.2,22.84,58.28,6.49,35.67,lentil
12.6,135.8,190.0,26.26,85.66,5.97,75.05,grapes
13.8,18.4,37.3,20.02,93.71,5.95,91.25,pomegranate
91.9,16.9,37.3,24.12,43.75,6.72,179.74,coffee
83.4,25.5,25.3,23.47,60.02,7.32,152.17,coffee
15.5,25.2,36.4,25.91,94.55,6.89,81.52,pomegranate
91.2,41.2,8.5,20.29,75.49,6.68,115.62,maize
9.2,45.5,24.0,30.08,49.25,6.66,29.0,mothbeans
106.8,86.1,52.0,27.66,80.71,5.45,105.89,banana
16.3,21.0,35.6,25.03,89.51,6.97,103.88,pomegranate
116.3,19.8,56.4,33.44,82.03,6.99,50.15,watermelon
20.3,51.8,27.6,26.13,51.47,6.95,43.1,mothbeans
103.7,21.6,62.4,24.3,89.25,7.22,25.13,watermelon
8.3,54.5,15.8,27.18,61.23,7.42,44.86,lentil
43.6,60.7,14.6,28.71,55.96,7.16,75.81,blackgram
14.4,75.2,15.5,12.67,26.3,5.68,110.96,kidneybeans
37.4,141.9,210.0,19.52,94.57,6.5,103.78,apple
80.4,24.7,55.2,29.18,84.71,5.92,21.2,muskmelon
13.6,45.2,7.2,22.02,52.56,5.73,89.34,pigeonpeas
7.6,43.0,12.7,24.94,90.59,6.46,54.26,mungbean
19.3,55.7,28.1,25.9,86.64,6.55,41.43,mungbean
21.1,44.9,24.6,27.91,50.98,7.6,57.32,mothbeans
16.1,26.2,38.0,26.87,99.93,6.27,158.88,coconut
67.5,35.5,20.6,20.98,58.09,6.58,57.7,maize
21.7,40.5,20.6,26.85,60.64,7.26,44.21,mothbeans
34.1,59.1,88.3,17.94,10.99,7.75,61.15,chickpea
27.9,136.7,187.2,21.14,94.82,5.27,108.88,apple
22.1,5.8,2.9,20.01,88.0,6.45,104.74,orange
18.8,13.6,30.8,21.03,88.55,6.78,102.7,pomegranate
122.6,10.4,38.3,27.47,92.51,7.28,24.94,muskmelon
16.6,7.1,9.8,22.58,88.49,6.81,105.96,orange
20.3,33.8,28.4,29.63,50.88,6.54,31.46,mothbeans
24.2,67.7,15.1,22.79,69.62,7.45,54.04,lentil
97.1,9.7,57.6,29.09,91.01,5.98,35.25,muskmelon
107.1,25.0,66.8,23.85,78.31,6.23,60.69,watermelon
65.5,38.4,57.6,25.55,81.76,6.35,180.37,jute
14.2,16.8,45.1,20.19,87.53,6.37,112.84,pomegranate
14.8,57.0,18.2,15.6,22.45,5.3,137.57,kidneybeans
87.0,81.9,66.6,24.67,80.64,6.25,97.18,banana
14.9,135.9,210.0,27.18,77.24,5.95,84.76,grapes
77.8,23.1,30.9,27.32,38.11,6.79,142.51,coffee
74.1,48.8,37.4,33.47,90.53,6.35,136.74,papaya
21.3,14.2,47.7,22.23,86.47,6.42,124.63,pomegranate
11.6,130.2,199.2,24.89,85.41,6.42,57.48,grapes
36.6,65.6,86.4,15.28,10.0,7.13,91.86,chickpea
103.7,20.1,61.1,22.56,87.44,6.63,32.84,watermelon
25.8,17.5,40.7,30.89,95.1,5.41,159.88,coconut
28.4,26.4,17.7,32.47,43.55,6.51,112.71,mango
20.8,27.6,19.7,34.26,56.7,6.35,80.7,mango
19.7,19.6,42.2,27.2,95.43,5.74,202.17,coconut
